model,tuned,feature_num,baseline,accuracy,improvement,cv_std,tuning_params,cv_scores
xgb,1,"3, 4, 5, 8",0.78547,0.79106,0.00558,0.0189,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 1.0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.77653631, 0.79329609, 0.78212291, 0.82681564, 0.77653631]"
xgb,1,"3, 4, 5, 9",0.78547,0.79553,0.01005,0.02796,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.79888268, 0.75977654, 0.77094972, 0.83798883, 0.81005587]"
xgb,1,"3, 4, 5, 10",0.78547,0.79777,0.01229,0.02857,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.81005587, 0.75977654, 0.77094972, 0.83798883, 0.81005587]"
xgb,1,"3, 4, 6, 7",0.78547,0.79441,0.00893,0.03168,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.80446927, 0.78212291, 0.75418994, 0.84916201, 0.78212291]"
xgb,1,"3, 4, 6, 8",0.78547,0.79888,0.01341,0.01767,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 1.0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.79888268, 0.78770950, 0.78212291, 0.83240223, 0.79329609]"
xgb,1,"3, 4, 6, 9",0.78547,0.8,0.01453,0.01745,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 1.0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.79888268, 0.78770950, 0.79888268, 0.83240223, 0.78212291]"
xgb,1,"3, 4, 6, 10",0.78547,0.79665,0.01117,0.00974,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"3, 4, 7, 8",0.78547,0.79106,0.00558,0.02412,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.80446927, 0.78770950, 0.75418994, 0.82681564, 0.78212291]"
xgb,1,"3, 4, 7, 9",0.78547,0.78994,0.00446,0.02438,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.80446927, 0.78212291, 0.75418994, 0.82681564, 0.78212291]"
xgb,1,"3, 4, 7, 10",0.78547,0.80112,0.01565,0.01716,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.78212291]"
xgb,1,"3, 4, 8, 9",0.78547,0.78883,0.00336,0.02381,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79888268, 0.78212291, 0.75418994, 0.82681564, 0.78212291]"
xgb,1,"3, 4, 8, 10",0.78547,0.80112,0.01565,0.01716,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.78212291]"
xgb,1,"3, 4, 9, 10",0.78547,0.80112,0.01565,0.01716,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.78212291]"
xgb,1,"3, 5, 6, 7",0.78547,0.78659,0.00112,0.02218,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79329609, 0.76536313, 0.77094972, 0.82681564, 0.77653631]"
xgb,1,"3, 5, 6, 8",0.78547,0.78659,0.00112,0.02218,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79329609, 0.76536313, 0.77094972, 0.82681564, 0.77653631]"
xgb,1,"3, 5, 6, 9",0.78547,0.79665,0.01117,0.03363,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 2, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.78770950, 0.75977654, 0.77094972, 0.85474860, 0.81005587]"
xgb,1,"3, 5, 6, 10",0.78547,0.79777,0.01229,0.01948,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79888268, 0.78212291, 0.79888268, 0.83240223, 0.77653631]"
xgb,1,"3, 5, 7, 8",0.78547,0.78659,0.00112,0.02218,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79329609, 0.76536313, 0.77094972, 0.82681564, 0.77653631]"
xgb,1,"3, 5, 7, 9",0.78547,0.7933,0.00783,0.02804,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.79329609, 0.75418994, 0.77653631, 0.83798883, 0.80446927]"
xgb,1,"3, 5, 7, 10",0.78547,0.79777,0.01229,0.02072,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.81005587, 0.77653631, 0.78770950, 0.83240223, 0.78212291]"
xgb,1,"3, 5, 8, 9",0.78547,0.79553,0.01005,0.02251,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.79329609, 0.77653631, 0.77653631, 0.83798883, 0.79329609]"
xgb,1,"3, 5, 8, 10",0.78547,0.79777,0.01229,0.02072,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.81005587, 0.77653631, 0.78770950, 0.83240223, 0.78212291]"
xgb,1,"3, 5, 9, 10",0.78547,0.79777,0.01229,0.02072,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.81005587, 0.77653631, 0.78770950, 0.83240223, 0.78212291]"
xgb,1,"3, 6, 7, 8",0.78547,0.79106,0.00558,0.01922,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79329609, 0.78212291, 0.78212291, 0.82681564, 0.77094972]"
xgb,1,"3, 6, 7, 9",0.78547,0.78659,0.00112,0.01516,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.79888268, 0.77653631, 0.77094972, 0.81005587, 0.77653631]"
xgb,1,"3, 6, 7, 10",0.78547,0.79553,0.01005,0.0115,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.81005587, 0.77653631]"
xgb,1,"3, 6, 8, 9",0.78547,0.78436,-0.00111,0.02048,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.80446927, 0.78212291, 0.74860335, 0.80446927, 0.78212291]"
xgb,1,"3, 6, 8, 10",0.78547,0.79553,0.01005,0.0115,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.81005587, 0.77653631]"
xgb,1,"3, 6, 9, 10",0.78547,0.79665,0.01117,0.00974,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"3, 7, 8, 9",0.78547,0.79441,0.00893,0.01474,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.79888268, 0.78212291, 0.78212291, 0.82122905, 0.78770950]"
xgb,1,"3, 7, 8, 10",0.78547,0.8,0.01453,0.01849,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.77653631]"
xgb,1,"3, 7, 9, 10",0.78547,0.80112,0.01565,0.01716,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.78212291]"
xgb,1,"3, 8, 9, 10",0.78547,0.80112,0.01565,0.01716,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.78212291]"
xgb,1,"4, 5, 6, 7",0.78547,0.80335,0.01788,0.02132,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.80446927, 0.78212291, 0.79329609, 0.84357542, 0.79329609]"
xgb,1,"4, 5, 6, 8",0.78547,0.79106,0.00558,0.0168,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 1.0, 'colsample_bytree': 0.6, 'booster': 'gbtree'}","[0.78770950, 0.77094972, 0.79329609, 0.82122905, 0.78212291]"
xgb,1,"4, 5, 6, 9",0.78547,0.80559,0.02012,0.02582,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 2, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.81005587, 0.77653631, 0.78212291, 0.84916201, 0.81005587]"
xgb,1,"4, 5, 6, 10",0.78547,0.81117,0.02569,0.0198,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.80446927, 0.79329609, 0.79888268, 0.84916201, 0.81005587]"
xgb,1,"4, 5, 7, 8",0.78547,0.79777,0.01229,0.03505,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.78212291, 0.78770950, 0.76536313, 0.86592179, 0.78770950]"
xgb,1,"4, 5, 7, 9",0.78547,0.80447,0.019,0.0209,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.80446927, 0.78212291, 0.79888268, 0.84357542, 0.79329609]"
xgb,1,"4, 5, 7, 10",0.78547,0.81006,0.02459,0.0209,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.80446927, 0.78770950, 0.79888268, 0.84916201, 0.81005587]"
xgb,1,"4, 5, 8, 9",0.78547,0.78883,0.00336,0.01083,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.80446927, 0.77653631, 0.78212291, 0.79888268, 0.78212291]"
xgb,1,"4, 5, 8, 10",0.78547,0.79777,0.01229,0.02072,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.81005587, 0.77653631, 0.78770950, 0.83240223, 0.78212291]"
xgb,1,"4, 5, 9, 10",0.78547,0.81341,0.02793,0.01922,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.80446927, 0.79329609, 0.80446927, 0.84916201, 0.81564246]"
xgb,1,"4, 6, 7, 8",0.78547,0.79777,0.01229,0.00961,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.79888268, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"4, 6, 7, 9",0.78547,0.79777,0.01229,0.00961,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.79888268, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"4, 6, 7, 10",0.78547,0.79665,0.01117,0.00974,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"4, 6, 8, 9",0.78547,0.79777,0.01229,0.00961,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.79888268, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"4, 6, 8, 10",0.78547,0.79665,0.01117,0.00974,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"4, 6, 9, 10",0.78547,0.79665,0.01117,0.00974,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"4, 7, 8, 9",0.78547,0.79777,0.01229,0.00961,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.79888268, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"4, 7, 8, 10",0.78547,0.80112,0.01565,0.01716,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.78212291]"
xgb,1,"4, 7, 9, 10",0.78547,0.80112,0.01565,0.01716,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.78212291]"
xgb,1,"4, 8, 9, 10",0.78547,0.80112,0.01565,0.01716,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.83240223, 0.78212291]"
xgb,1,"5, 6, 7, 8",0.78547,0.78994,0.00446,0.02078,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.77653631, 0.79329609, 0.76536313, 0.82681564, 0.78770950]"
xgb,1,"5, 6, 7, 9",0.78547,0.8,0.01453,0.02723,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 2, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.79329609, 0.76536313, 0.79329609, 0.84916201, 0.79888268]"
xgb,1,"5, 6, 7, 10",0.78547,0.8,0.01453,0.02328,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 1.0, 'colsample_bytree': 0.6, 'booster': 'gbtree'}","[0.81005587, 0.78212291, 0.77094972, 0.83798883, 0.79888268]"
xgb,1,"5, 6, 8, 9",0.78547,0.80223,0.01675,0.02635,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.78770950, 0.78770950, 0.78770950, 0.85474860, 0.79329609]"
xgb,1,"5, 6, 8, 10",0.78547,0.79553,0.01005,0.01986,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79888268, 0.78212291, 0.78770950, 0.83240223, 0.77653631]"
xgb,1,"5, 6, 9, 10",0.78547,0.8067,0.02122,0.02438,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.79888268, 0.79888268, 0.78770950, 0.85474860, 0.79329609]"
xgb,1,"5, 7, 8, 9",0.78547,0.80335,0.01788,0.01916,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 1.0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.81005587, 0.79329609, 0.78770950, 0.83798883, 0.78770950]"
xgb,1,"5, 7, 8, 10",0.78547,0.80112,0.01565,0.02705,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 2, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.79888268, 0.76536313, 0.79888268, 0.84916201, 0.79329609]"
xgb,1,"5, 7, 9, 10",0.78547,0.8,0.01453,0.02723,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 2, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.79888268, 0.76536313, 0.79329609, 0.84916201, 0.79329609]"
xgb,1,"5, 8, 9, 10",0.78547,0.80223,0.01675,0.02412,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.79329609, 0.79888268, 0.78770950, 0.84916201, 0.78212291]"
