model,tuned,feature_num,baseline,kaggle_score,improvement,tuning_params
rf,0,"2, 4, 5, 6, 8, 9, 10",0.76555,0.74162,-0.02393,
rf,0,"2, 4, 5, 7, 8, 9, 10",0.76555,0.74401,-0.02154,
rf,0,"2, 4, 6, 7, 8, 9, 10",0.76555,0.76315,-0.00239,
rf,0,"2, 5, 6, 7, 8, 9, 10",0.76555,0.73923,-0.02631,
rf,0,"3, 4, 5, 6, 7, 8, 9",0.76555,0.75358,-0.01196,
rf,0,"3, 4, 5, 6, 7, 8, 10",0.76555,0.75358,-0.01196,
rf,0,"3, 4, 5, 6, 7, 9, 10",0.76555,0.75598,-0.00956,
rf,0,"3, 4, 5, 6, 8, 9, 10",0.76555,0.75358,-0.01196,
rf,0,"3, 4, 5, 7, 8, 9, 10",0.76555,0.75358,-0.01196,
rf,0,"3, 4, 6, 7, 8, 9, 10",0.76555,0.7799,0.01435,
rf,0,"3, 5, 6, 7, 8, 9, 10",0.76555,0.75358,-0.01196,
rf,0,"4, 5, 6, 7, 8, 9, 10",0.76555,0.7488,-0.01674,
rf,0,"1, 2, 3, 4, 5, 6, 7, 8",0.76555,0.73205,-0.03349,
rf,0,"1, 2, 3, 4, 5, 6, 7, 9",0.76555,0.75598,-0.00956,
rf,0,"1, 2, 3, 4, 5, 6, 7, 10",0.76555,0.76076,-0.00478,
rf,0,"1, 2, 3, 4, 5, 6, 8, 9",0.76555,0.74641,-0.01913,
rf,0,"1, 2, 3, 4, 5, 6, 8, 10",0.76555,0.74641,-0.01913,
rf,0,"1, 2, 3, 4, 5, 6, 9, 10",0.76555,0.75598,-0.00956,
rf,0,"1, 2, 3, 4, 5, 7, 8, 9",0.76555,0.74401,-0.02154,
rf,0,"1, 2, 3, 4, 5, 7, 8, 10",0.76555,0.74162,-0.02393,
rf,0,"1, 2, 3, 4, 5, 7, 9, 10",0.76555,0.75119,-0.01435,
rf,0,"1, 2, 3, 4, 5, 8, 9, 10",0.76555,0.74162,-0.02393,
rf,0,"1, 2, 3, 4, 6, 7, 8, 9",0.76555,0.76315,-0.00239,
rf,0,"1, 2, 3, 4, 6, 7, 8, 10",0.76555,0.77033,0.00478,
rf,0,"1, 2, 3, 4, 6, 7, 9, 10",0.76555,0.77751,0.01196,
rf,0,"1, 2, 3, 4, 6, 8, 9, 10",0.76555,0.76794,0.00239,
rf,0,"1, 2, 3, 4, 7, 8, 9, 10",0.76555,0.76315,-0.00239,
rf,0,"1, 2, 3, 5, 6, 7, 8, 9",0.76555,0.73444,-0.0311,
rf,0,"1, 2, 3, 5, 6, 7, 8, 10",0.76555,0.7488,-0.01674,
rf,0,"1, 2, 3, 5, 6, 7, 9, 10",0.76555,0.75119,-0.01435,
rf,0,"1, 2, 3, 5, 6, 8, 9, 10",0.76555,0.75119,-0.01435,
rf,0,"1, 2, 3, 5, 7, 8, 9, 10",0.76555,0.74401,-0.02154,
rf,0,"1, 2, 3, 6, 7, 8, 9, 10",0.76555,0.76315,-0.00239,
rf,0,"1, 2, 4, 5, 6, 7, 8, 9",0.76555,0.75119,-0.01435,
rf,0,"1, 2, 4, 5, 6, 7, 8, 10",0.76555,0.75119,-0.01435,
rf,0,"1, 2, 4, 5, 6, 7, 9, 10",0.76555,0.75837,-0.00717,
rf,0,"1, 2, 4, 5, 6, 8, 9, 10",0.76555,0.75119,-0.01435,
rf,0,"1, 2, 4, 5, 7, 8, 9, 10",0.76555,0.74641,-0.01913,
rf,0,"1, 2, 4, 6, 7, 8, 9, 10",0.76555,0.76555,0.0,
rf,0,"1, 2, 5, 6, 7, 8, 9, 10",0.76555,0.7488,-0.01674,
rf,0,"1, 3, 4, 5, 6, 7, 8, 9",0.76555,0.7488,-0.01674,
rf,0,"1, 3, 4, 5, 6, 7, 8, 10",0.76555,0.74641,-0.01913,
rf,0,"1, 3, 4, 5, 6, 7, 9, 10",0.76555,0.76076,-0.00478,
rf,0,"1, 3, 4, 5, 6, 8, 9, 10",0.76555,0.7488,-0.01674,
rf,0,"1, 3, 4, 5, 7, 8, 9, 10",0.76555,0.7488,-0.01674,
rf,0,"1, 3, 4, 6, 7, 8, 9, 10",0.76555,0.78468,0.01913,
rf,0,"1, 3, 5, 6, 7, 8, 9, 10",0.76555,0.7488,-0.01674,
rf,0,"1, 4, 5, 6, 7, 8, 9, 10",0.76555,0.74162,-0.02393,
rf,0,"2, 3, 4, 5, 6, 7, 8, 9",0.76555,0.74162,-0.02393,
rf,0,"2, 3, 4, 5, 6, 7, 8, 10",0.76555,0.74401,-0.02154,
rf,0,"2, 3, 4, 5, 6, 7, 9, 10",0.76555,0.74641,-0.01913,
rf,0,"2, 3, 4, 5, 6, 8, 9, 10",0.76555,0.73923,-0.02631,
rf,0,"2, 3, 4, 5, 7, 8, 9, 10",0.76555,0.74162,-0.02393,
rf,0,"2, 3, 4, 6, 7, 8, 9, 10",0.76555,0.76794,0.00239,
rf,0,"2, 3, 5, 6, 7, 8, 9, 10",0.76555,0.74162,-0.02393,
rf,0,"2, 4, 5, 6, 7, 8, 9, 10",0.76555,0.74162,-0.02393,
rf,0,"3, 4, 5, 6, 7, 8, 9, 10",0.76555,0.75358,-0.01196,
rf,0,"1, 2, 3, 4, 5, 6, 7, 8, 9",0.76555,0.74641,-0.01913,
rf,0,"1, 2, 3, 4, 5, 6, 7, 8, 10",0.76555,0.74641,-0.01913,
rf,0,"1, 2, 3, 4, 5, 6, 7, 9, 10",0.76555,0.75598,-0.00956,
rf,0,"1, 2, 3, 4, 5, 6, 8, 9, 10",0.76555,0.74641,-0.01913,
rf,0,"1, 2, 3, 4, 5, 7, 8, 9, 10",0.76555,0.74162,-0.02393,
rf,0,"1, 2, 3, 4, 6, 7, 8, 9, 10",0.76555,0.76794,0.00239,
rf,0,"1, 2, 3, 5, 6, 7, 8, 9, 10",0.76555,0.75119,-0.01435,
rf,0,"1, 2, 4, 5, 6, 7, 8, 9, 10",0.76555,0.75119,-0.01435,
rf,0,"1, 3, 4, 5, 6, 7, 8, 9, 10",0.76555,0.7488,-0.01674,
rf,0,"2, 3, 4, 5, 6, 7, 8, 9, 10",0.76555,0.73923,-0.02631,
rf,0,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",0.76555,0.74641,-0.01913,
lgbm,0,"1, 2",0.76555,0.76555,0.0,
lgbm,0,"1, 3",0.76555,0.78229,0.01674,
lgbm,0,"1, 4",0.76555,0.78708,0.02153,
lgbm,0,"1, 5",0.76555,0.76076,-0.00478,
lgbm,0,"1, 6",0.76555,0.78708,0.02153,
lgbm,0,"1, 7",0.76555,0.78708,0.02153,
lgbm,0,"1, 8",0.76555,0.77751,0.01196,
lgbm,0,"1, 9",0.76555,0.78708,0.02153,
lgbm,0,"1, 10",0.76555,0.78708,0.02153,
lgbm,0,"2, 3",0.76555,0.76555,0.0,
lgbm,0,"2, 4",0.76555,0.77751,0.01196,
lgbm,0,"2, 5",0.76555,0.78468,0.01913,
lgbm,0,"2, 6",0.76555,0.76794,0.00239,
lgbm,0,"2, 7",0.76555,0.76555,0.0,
lgbm,0,"2, 8",0.76555,0.76794,0.00239,
lgbm,0,"2, 9",0.76555,0.7799,0.01435,
lgbm,0,"2, 10",0.76555,0.7799,0.01435,
lgbm,0,"3, 4",0.76555,0.78229,0.01674,
lgbm,0,"3, 5",0.76555,0.7799,0.01435,
lgbm,0,"3, 6",0.76555,0.77751,0.01196,
lgbm,0,"3, 7",0.76555,0.77751,0.01196,
lgbm,0,"3, 8",0.76555,0.77751,0.01196,
lgbm,0,"3, 9",0.76555,0.78468,0.01913,
lgbm,0,"3, 10",0.76555,0.78468,0.01913,
lgbm,0,"4, 5",0.76555,0.75358,-0.01196,
lgbm,0,"4, 6",0.76555,0.78468,0.01913,
lgbm,0,"4, 7",0.76555,0.78468,0.01913,
lgbm,0,"4, 8",0.76555,0.78468,0.01913,
lgbm,0,"4, 9",0.76555,0.78468,0.01913,
lgbm,0,"4, 10",0.76555,0.78468,0.01913,
lgbm,0,"5, 6",0.76555,0.77751,0.01196,
lgbm,0,"5, 7",0.76555,0.77511,0.00956,
lgbm,0,"5, 8",0.76555,0.7799,0.01435,
lgbm,0,"5, 9",0.76555,0.77033,0.00478,
lgbm,0,"5, 10",0.76555,0.77751,0.01196,
lgbm,0,"6, 7",0.76555,0.77751,0.01196,
lgbm,0,"6, 8",0.76555,0.77751,0.01196,
lgbm,0,"6, 9",0.76555,0.78468,0.01913,
lgbm,0,"6, 10",0.76555,0.78468,0.01913,
lgbm,0,"7, 8",0.76555,0.77751,0.01196,
lgbm,0,"7, 9",0.76555,0.78468,0.01913,
lgbm,0,"7, 10",0.76555,0.78468,0.01913,
lgbm,0,"8, 9",0.76555,0.78468,0.01913,
lgbm,0,"8, 10",0.76555,0.78468,0.01913,
lgbm,0,"9, 10",0.76555,0.78468,0.01913,
lgbm,0,"1, 2, 3",0.76555,0.76794,0.00239,
lgbm,0,"1, 2, 4",0.76555,0.77272,0.00717,
lgbm,0,"1, 2, 5",0.76555,0.75358,-0.01196,
lgbm,0,"1, 2, 6",0.76555,0.76794,0.00239,
lgbm,0,"1, 2, 7",0.76555,0.76555,0.0,
lgbm,0,"1, 2, 8",0.76555,0.76555,0.0,
lgbm,0,"1, 2, 9",0.76555,0.77272,0.00717,
lgbm,0,"1, 2, 10",0.76555,0.76555,0.0,
lgbm,0,"1, 3, 4",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 5",0.76555,0.75358,-0.01196,
lgbm,0,"1, 3, 6",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 7",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 8",0.76555,0.77511,0.00956,
lgbm,0,"1, 3, 9",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 4, 5",0.76555,0.76076,-0.00478,
lgbm,0,"1, 4, 6",0.76555,0.78708,0.02153,
lgbm,0,"1, 4, 7",0.76555,0.78708,0.02153,
lgbm,0,"1, 4, 8",0.76555,0.77751,0.01196,
lgbm,0,"1, 4, 9",0.76555,0.78708,0.02153,
lgbm,0,"1, 4, 10",0.76555,0.78708,0.02153,
lgbm,0,"1, 5, 6",0.76555,0.76076,-0.00478,
lgbm,0,"1, 5, 7",0.76555,0.76076,-0.00478,
lgbm,0,"1, 5, 8",0.76555,0.78468,0.01913,
lgbm,0,"1, 5, 9",0.76555,0.7799,0.01435,
lgbm,0,"1, 5, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 6, 7",0.76555,0.78708,0.02153,
lgbm,0,"1, 6, 8",0.76555,0.77751,0.01196,
lgbm,0,"1, 6, 9",0.76555,0.78708,0.02153,
lgbm,0,"1, 6, 10",0.76555,0.78708,0.02153,
lgbm,0,"1, 7, 8",0.76555,0.77751,0.01196,
lgbm,0,"1, 7, 9",0.76555,0.78708,0.02153,
lgbm,0,"1, 7, 10",0.76555,0.78708,0.02153,
lgbm,0,"1, 8, 9",0.76555,0.77751,0.01196,
lgbm,0,"1, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"1, 9, 10",0.76555,0.78708,0.02153,
lgbm,0,"2, 3, 4",0.76555,0.77511,0.00956,
lgbm,0,"2, 3, 5",0.76555,0.78947,0.02392,
lgbm,0,"2, 3, 6",0.76555,0.76794,0.00239,
lgbm,0,"2, 3, 7",0.76555,0.76555,0.0,
lgbm,0,"2, 3, 8",0.76555,0.76794,0.00239,
lgbm,0,"2, 3, 9",0.76555,0.7799,0.01435,
lgbm,0,"2, 3, 10",0.76555,0.7799,0.01435,
lgbm,0,"2, 4, 5",0.76555,0.7488,-0.01674,
lgbm,0,"2, 4, 6",0.76555,0.77511,0.00956,
lgbm,0,"2, 4, 7",0.76555,0.77751,0.01196,
lgbm,0,"2, 4, 8",0.76555,0.77751,0.01196,
lgbm,0,"2, 4, 9",0.76555,0.77751,0.01196,
lgbm,0,"2, 4, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 5, 6",0.76555,0.76555,0.0,
lgbm,0,"2, 5, 7",0.76555,0.78468,0.01913,
lgbm,0,"2, 5, 8",0.76555,0.79186,0.02631,
lgbm,0,"2, 5, 9",0.76555,0.77511,0.00956,
lgbm,0,"2, 5, 10",0.76555,0.7799,0.01435,
lgbm,0,"2, 6, 7",0.76555,0.76794,0.00239,
lgbm,0,"2, 6, 8",0.76555,0.77033,0.00478,
lgbm,0,"2, 6, 9",0.76555,0.78229,0.01674,
lgbm,0,"2, 6, 10",0.76555,0.78468,0.01913,
lgbm,0,"2, 7, 8",0.76555,0.76794,0.00239,
lgbm,0,"2, 7, 9",0.76555,0.7799,0.01435,
lgbm,0,"2, 7, 10",0.76555,0.7799,0.01435,
lgbm,0,"2, 8, 9",0.76555,0.7799,0.01435,
lgbm,0,"2, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 9, 10",0.76555,0.78229,0.01674,
lgbm,0,"3, 4, 5",0.76555,0.75837,-0.00717,
lgbm,0,"3, 4, 6",0.76555,0.78229,0.01674,
lgbm,0,"3, 4, 7",0.76555,0.78229,0.01674,
lgbm,0,"3, 4, 8",0.76555,0.7799,0.01435,
lgbm,0,"3, 4, 9",0.76555,0.78229,0.01674,
lgbm,0,"3, 4, 10",0.76555,0.78229,0.01674,
lgbm,0,"3, 5, 6",0.76555,0.77511,0.00956,
lgbm,0,"3, 5, 7",0.76555,0.7799,0.01435,
lgbm,0,"3, 5, 8",0.76555,0.77033,0.00478,
lgbm,0,"3, 5, 9",0.76555,0.77751,0.01196,
lgbm,0,"3, 5, 10",0.76555,0.78468,0.01913,
lgbm,0,"3, 6, 7",0.76555,0.77751,0.01196,
lgbm,0,"3, 6, 8",0.76555,0.77751,0.01196,
lgbm,0,"3, 6, 9",0.76555,0.78468,0.01913,
lgbm,0,"3, 6, 10",0.76555,0.78468,0.01913,
lgbm,0,"3, 7, 8",0.76555,0.77751,0.01196,
lgbm,0,"3, 7, 9",0.76555,0.78468,0.01913,
lgbm,0,"3, 7, 10",0.76555,0.78468,0.01913,
lgbm,0,"3, 8, 9",0.76555,0.78468,0.01913,
lgbm,0,"3, 8, 10",0.76555,0.78468,0.01913,
lgbm,0,"3, 9, 10",0.76555,0.78468,0.01913,
lgbm,0,"4, 5, 6",0.76555,0.75358,-0.01196,
lgbm,0,"4, 5, 7",0.76555,0.75358,-0.01196,
lgbm,0,"4, 5, 8",0.76555,0.75837,-0.00717,
lgbm,0,"4, 5, 9",0.76555,0.75358,-0.01196,
lgbm,0,"4, 5, 10",0.76555,0.75598,-0.00956,
lgbm,0,"4, 6, 7",0.76555,0.78468,0.01913,
lgbm,0,"4, 6, 8",0.76555,0.78468,0.01913,
lgbm,0,"4, 6, 9",0.76555,0.78468,0.01913,
lgbm,0,"4, 6, 10",0.76555,0.78468,0.01913,
lgbm,0,"4, 7, 8",0.76555,0.78468,0.01913,
lgbm,0,"4, 7, 9",0.76555,0.78468,0.01913,
lgbm,0,"4, 7, 10",0.76555,0.78468,0.01913,
lgbm,0,"4, 8, 9",0.76555,0.78468,0.01913,
lgbm,0,"4, 8, 10",0.76555,0.78468,0.01913,
lgbm,0,"4, 9, 10",0.76555,0.78468,0.01913,
lgbm,0,"5, 6, 7",0.76555,0.77751,0.01196,
lgbm,0,"5, 6, 8",0.76555,0.77511,0.00956,
lgbm,0,"5, 6, 9",0.76555,0.77033,0.00478,
lgbm,0,"5, 6, 10",0.76555,0.77751,0.01196,
lgbm,0,"5, 7, 8",0.76555,0.7799,0.01435,
lgbm,0,"5, 7, 9",0.76555,0.77033,0.00478,
lgbm,0,"5, 7, 10",0.76555,0.77751,0.01196,
lgbm,0,"5, 8, 9",0.76555,0.7799,0.01435,
lgbm,0,"5, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"5, 9, 10",0.76555,0.77511,0.00956,
lgbm,0,"6, 7, 8",0.76555,0.77751,0.01196,
lgbm,0,"6, 7, 9",0.76555,0.78468,0.01913,
lgbm,0,"6, 7, 10",0.76555,0.78468,0.01913,
lgbm,0,"6, 8, 9",0.76555,0.78468,0.01913,
lgbm,0,"6, 8, 10",0.76555,0.78468,0.01913,
lgbm,0,"6, 9, 10",0.76555,0.78468,0.01913,
lgbm,0,"7, 8, 9",0.76555,0.78468,0.01913,
lgbm,0,"7, 8, 10",0.76555,0.78468,0.01913,
lgbm,0,"7, 9, 10",0.76555,0.78468,0.01913,
lgbm,0,"8, 9, 10",0.76555,0.78468,0.01913,
lgbm,0,"1, 2, 3, 4",0.76555,0.77272,0.00717,
lgbm,0,"1, 2, 3, 5",0.76555,0.75598,-0.00956,
lgbm,0,"1, 2, 3, 6",0.76555,0.77033,0.00478,
lgbm,0,"1, 2, 3, 7",0.76555,0.76794,0.00239,
lgbm,0,"1, 2, 3, 8",0.76555,0.76555,0.0,
lgbm,0,"1, 2, 3, 9",0.76555,0.77033,0.00478,
lgbm,0,"1, 2, 3, 10",0.76555,0.76315,-0.00239,
lgbm,0,"1, 2, 4, 5",0.76555,0.75358,-0.01196,
lgbm,0,"1, 2, 4, 6",0.76555,0.77272,0.00717,
lgbm,0,"1, 2, 4, 7",0.76555,0.77272,0.00717,
lgbm,0,"1, 2, 4, 8",0.76555,0.77033,0.00478,
lgbm,0,"1, 2, 4, 9",0.76555,0.77272,0.00717,
lgbm,0,"1, 2, 4, 10",0.76555,0.76555,0.0,
lgbm,0,"1, 2, 5, 6",0.76555,0.75358,-0.01196,
lgbm,0,"1, 2, 5, 7",0.76555,0.75358,-0.01196,
lgbm,0,"1, 2, 5, 8",0.76555,0.75358,-0.01196,
lgbm,0,"1, 2, 5, 9",0.76555,0.75358,-0.01196,
lgbm,0,"1, 2, 5, 10",0.76555,0.75358,-0.01196,
lgbm,0,"1, 2, 6, 7",0.76555,0.76794,0.00239,
lgbm,0,"1, 2, 6, 8",0.76555,0.77272,0.00717,
lgbm,0,"1, 2, 6, 9",0.76555,0.77511,0.00956,
lgbm,0,"1, 2, 6, 10",0.76555,0.77272,0.00717,
lgbm,0,"1, 2, 7, 8",0.76555,0.76555,0.0,
lgbm,0,"1, 2, 7, 9",0.76555,0.77272,0.00717,
lgbm,0,"1, 2, 7, 10",0.76555,0.76555,0.0,
lgbm,0,"1, 2, 8, 9",0.76555,0.77033,0.00478,
lgbm,0,"1, 2, 8, 10",0.76555,0.75837,-0.00717,
lgbm,0,"1, 2, 9, 10",0.76555,0.76794,0.00239,
lgbm,0,"1, 3, 4, 5",0.76555,0.76315,-0.00239,
lgbm,0,"1, 3, 4, 6",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 4, 7",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 4, 8",0.76555,0.77751,0.01196,
lgbm,0,"1, 3, 4, 9",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 4, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 5, 6",0.76555,0.76315,-0.00239,
lgbm,0,"1, 3, 5, 7",0.76555,0.75358,-0.01196,
lgbm,0,"1, 3, 5, 8",0.76555,0.76076,-0.00478,
lgbm,0,"1, 3, 5, 9",0.76555,0.76076,-0.00478,
lgbm,0,"1, 3, 5, 10",0.76555,0.76076,-0.00478,
lgbm,0,"1, 3, 6, 7",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 6, 8",0.76555,0.77511,0.00956,
lgbm,0,"1, 3, 6, 9",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 6, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 7, 8",0.76555,0.77511,0.00956,
lgbm,0,"1, 3, 7, 9",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 7, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 3, 8, 9",0.76555,0.77751,0.01196,
lgbm,0,"1, 3, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"1, 3, 9, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 4, 5, 6",0.76555,0.76315,-0.00239,
lgbm,0,"1, 4, 5, 7",0.76555,0.76076,-0.00478,
lgbm,0,"1, 4, 5, 8",0.76555,0.76076,-0.00478,
lgbm,0,"1, 4, 5, 9",0.76555,0.76076,-0.00478,
lgbm,0,"1, 4, 5, 10",0.76555,0.76076,-0.00478,
lgbm,0,"1, 4, 6, 7",0.76555,0.78708,0.02153,
lgbm,0,"1, 4, 6, 8",0.76555,0.77751,0.01196,
lgbm,0,"1, 4, 6, 9",0.76555,0.78708,0.02153,
lgbm,0,"1, 4, 6, 10",0.76555,0.78708,0.02153,
lgbm,0,"1, 4, 7, 8",0.76555,0.77751,0.01196,
lgbm,0,"1, 4, 7, 9",0.76555,0.78708,0.02153,
lgbm,0,"1, 4, 7, 10",0.76555,0.78708,0.02153,
lgbm,0,"1, 4, 8, 9",0.76555,0.77751,0.01196,
lgbm,0,"1, 4, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"1, 4, 9, 10",0.76555,0.78708,0.02153,
lgbm,0,"1, 5, 6, 7",0.76555,0.76076,-0.00478,
lgbm,0,"1, 5, 6, 8",0.76555,0.77751,0.01196,
lgbm,0,"1, 5, 6, 9",0.76555,0.7799,0.01435,
lgbm,0,"1, 5, 6, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 5, 7, 8",0.76555,0.78468,0.01913,
lgbm,0,"1, 5, 7, 9",0.76555,0.7799,0.01435,
lgbm,0,"1, 5, 7, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 5, 8, 9",0.76555,0.78229,0.01674,
lgbm,0,"1, 5, 8, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 5, 9, 10",0.76555,0.78229,0.01674,
lgbm,0,"1, 6, 7, 8",0.76555,0.77751,0.01196,
lgbm,0,"1, 6, 7, 9",0.76555,0.78708,0.02153,
lgbm,0,"1, 6, 7, 10",0.76555,0.78708,0.02153,
lgbm,0,"1, 6, 8, 9",0.76555,0.77751,0.01196,
lgbm,0,"1, 6, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"1, 6, 9, 10",0.76555,0.78708,0.02153,
lgbm,0,"1, 7, 8, 9",0.76555,0.77751,0.01196,
lgbm,0,"1, 7, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"1, 7, 9, 10",0.76555,0.78708,0.02153,
lgbm,0,"1, 8, 9, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 3, 4, 5",0.76555,0.74641,-0.01913,
lgbm,0,"2, 3, 4, 6",0.76555,0.77511,0.00956,
lgbm,0,"2, 3, 4, 7",0.76555,0.77511,0.00956,
lgbm,0,"2, 3, 4, 8",0.76555,0.77751,0.01196,
lgbm,0,"2, 3, 4, 9",0.76555,0.77511,0.00956,
lgbm,0,"2, 3, 4, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 3, 5, 6",0.76555,0.78468,0.01913,
lgbm,0,"2, 3, 5, 7",0.76555,0.78947,0.02392,
lgbm,0,"2, 3, 5, 8",0.76555,0.78708,0.02153,
lgbm,0,"2, 3, 5, 9",0.76555,0.7799,0.01435,
lgbm,0,"2, 3, 5, 10",0.76555,0.7799,0.01435,
lgbm,0,"2, 3, 6, 7",0.76555,0.76794,0.00239,
lgbm,0,"2, 3, 6, 8",0.76555,0.77033,0.00478,
lgbm,0,"2, 3, 6, 9",0.76555,0.78229,0.01674,
lgbm,0,"2, 3, 6, 10",0.76555,0.78708,0.02153,
lgbm,0,"2, 3, 7, 8",0.76555,0.76794,0.00239,
lgbm,0,"2, 3, 7, 9",0.76555,0.7799,0.01435,
lgbm,0,"2, 3, 7, 10",0.76555,0.7799,0.01435,
lgbm,0,"2, 3, 8, 9",0.76555,0.7799,0.01435,
lgbm,0,"2, 3, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 3, 9, 10",0.76555,0.78229,0.01674,
lgbm,0,"2, 4, 5, 6",0.76555,0.75598,-0.00956,
lgbm,0,"2, 4, 5, 7",0.76555,0.7488,-0.01674,
lgbm,0,"2, 4, 5, 8",0.76555,0.76315,-0.00239,
lgbm,0,"2, 4, 5, 9",0.76555,0.7488,-0.01674,
lgbm,0,"2, 4, 5, 10",0.76555,0.76315,-0.00239,
lgbm,0,"2, 4, 6, 7",0.76555,0.77511,0.00956,
lgbm,0,"2, 4, 6, 8",0.76555,0.77751,0.01196,
lgbm,0,"2, 4, 6, 9",0.76555,0.77511,0.00956,
lgbm,0,"2, 4, 6, 10",0.76555,0.7799,0.01435,
lgbm,0,"2, 4, 7, 8",0.76555,0.77751,0.01196,
lgbm,0,"2, 4, 7, 9",0.76555,0.77751,0.01196,
lgbm,0,"2, 4, 7, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 4, 8, 9",0.76555,0.77751,0.01196,
lgbm,0,"2, 4, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 4, 9, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 5, 6, 7",0.76555,0.76555,0.0,
lgbm,0,"2, 5, 6, 8",0.76555,0.78468,0.01913,
lgbm,0,"2, 5, 6, 9",0.76555,0.77511,0.00956,
lgbm,0,"2, 5, 6, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 5, 7, 8",0.76555,0.79186,0.02631,
lgbm,0,"2, 5, 7, 9",0.76555,0.77511,0.00956,
lgbm,0,"2, 5, 7, 10",0.76555,0.7799,0.01435,
lgbm,0,"2, 5, 8, 9",0.76555,0.7799,0.01435,
lgbm,0,"2, 5, 8, 10",0.76555,0.78229,0.01674,
lgbm,0,"2, 5, 9, 10",0.76555,0.77511,0.00956,
lgbm,0,"2, 6, 7, 8",0.76555,0.77033,0.00478,
lgbm,0,"2, 6, 7, 9",0.76555,0.78229,0.01674,
lgbm,0,"2, 6, 7, 10",0.76555,0.78468,0.01913,
lgbm,0,"2, 6, 8, 9",0.76555,0.78468,0.01913,
lgbm,0,"2, 6, 8, 10",0.76555,0.7799,0.01435,
lgbm,0,"2, 6, 9, 10",0.76555,0.7799,0.01435,
lgbm,0,"2, 7, 8, 9",0.76555,0.7799,0.01435,
lgbm,0,"2, 7, 8, 10",0.76555,0.77751,0.01196,
lgbm,0,"2, 7, 9, 10",0.76555,0.78229,0.01674,
lgbm,0,"2, 8, 9, 10",0.76555,0.78468,0.01913,
lgbm,0,"3, 4, 5, 6",0.76555,0.76315,-0.00239,
lgbm,0,"3, 4, 5, 7",0.76555,0.75837,-0.00717,
lgbm,0,"3, 4, 5, 8",0.76555,0.76315,-0.00239,
lgbm,0,"3, 4, 5, 9",0.76555,0.75837,-0.00717,
lgbm,0,"3, 4, 5, 10",0.76555,0.76076,-0.00478,
lgbm,0,"3, 4, 6, 7",0.76555,0.78229,0.01674,
lgbm,0,"3, 4, 6, 8",0.76555,0.7799,0.01435,
lgbm,0,"3, 4, 6, 9",0.76555,0.78229,0.01674,
lgbm,0,"3, 4, 6, 10",0.76555,0.78229,0.01674,
lgbm,0,"3, 4, 7, 8",0.76555,0.7799,0.01435,
lgbm,0,"3, 4, 7, 9",0.76555,0.78229,0.01674,
lgbm,0,"3, 4, 7, 10",0.76555,0.78229,0.01674,
lgbm,0,"3, 4, 8, 9",0.76555,0.7799,0.01435,
lgbm,0,"3, 4, 8, 10",0.76555,0.7799,0.01435,
lgbm,0,"3, 4, 9, 10",0.76555,0.78229,0.01674,
lgbm,0,"3, 5, 6, 7",0.76555,0.77511,0.00956,
lgbm,0,"3, 5, 6, 8",0.76555,0.78229,0.01674,
lgbm,0,"3, 5, 6, 9",0.76555,0.77751,0.01196,
lgbm,0,"3, 5, 6, 10",0.76555,0.7799,0.01435,
lgbm,0,"3, 5, 7, 8",0.76555,0.77033,0.00478,
lgbm,0,"3, 5, 7, 9",0.76555,0.77751,0.01196,
lgbm,0,"3, 5, 7, 10",0.76555,0.78468,0.01913,
